# x [Mpc/h]	y [Mpc/h]	z [Mpc/h]	Mh [Msun]
 20.0565	 31.3702	 50.7461	3.9985e+11
 52.4855	 55.6668	 25.6070	6.1720e+11
 23.6420	  0.2798	 39.5512	5.2839e+11
 50.7915	  9.9349	  7.5232	5.0462e+11
 50.8472	 21.8608	 54.6585	5.1243e+11
 13.2490	  7.4129	 58.5560	4.8207e+11
 55.1804	 41.1075	 12.5211	6.2293e+11
 26.2693	 38.8823	 14.6398	5.9222e+11
  2.7511	 34.6439	 17.7793	4.5327e+11
  2.5906	 23.2915	 47.1980	6.0124e+11
 45.3812	  2.7877	  2.4490	5.6638e+11
 54.3251	  7.5530	 10.2579	2.0348e+11
 12.9509	 19.5951	 28.9432	4.4096e+11
 22.0689	 20.0665	 52.0896	4.6021e+11
 45.7630	 24.4353	 34.4929	4.1216e+11
 60.1178	 16.3742	 37.0914	5.4036e+11
 24.0345	 43.6585	 43.7671	1.9446e+11
  5.1381	 60.6536	  4.2050	5.1260e+11
 50.5944	  3.7405	 52.4931	5.0844e+11
  2.6233	 11.3945	 27.1916	4.1754e+11
 25.8009	 62.7368	 58.2007	2.1666e+11
 50.9773	  8.4049	 63.9994	3.7504e+11
 45.8170	 24.0043	 14.6969	4.9265e+11
 17.5742	 34.3286	 11.7170	2.8692e+11
 44.0298	 12.1810	  0.9524	2.7269e+11
 18.9524	 18.4402	 39.1306	4.5397e+11
 63.2278	 14.2007	 58.5991	5.5718e+11
 22.5596	 61.7631	 50.2337	5.8893e+11
 23.0972	 62.7390	 54.2294	5.7245e+11
 54.0730	 26.8705	 41.9066	5.6811e+11
 24.8239	 38.2984	 25.4136	1.5664e+11
 23.9081	  6.1082	 62.1621	5.4972e+11
 40.8014	 53.8333	 12.0727	5.4677e+11
 16.6651	 29.6330	 60.3794	5.1728e+11
 33.2695	 36.3364	 14.1106	5.3186e+11
 47.4556	 34.9996	 17.2678	2.8969e+11
 46.8743	 26.6221	 48.7450	5.5597e+11
  2.4483	 23.4166	 46.4846	5.6638e+11
 44.3335	 60.8493	 24.4192	5.1364e+11
 35.0590	 52.6799	 51.2510	4.5501e+11
 20.5028	 27.4872	 42.4746	5.0358e+11
 35.8178	 14.3397	 40.8740	5.6863e+11
 43.1799	 10.4135	 21.0274	5.4990e+11
 50.8140	  6.6470	 55.0272	4.1303e+11
 40.4905	 49.7306	 60.1525	4.9213e+11
 32.2563	 31.9930	  6.7980	4.2205e+11
 12.4859	 31.3711	 19.0675	1.8613e+11
 63.3592	  8.1602	 34.4679	4.7981e+11
 41.7263	 13.9325	  2.1219	5.1971e+11
 15.2911	 28.2770	 61.1276	3.2404e+11
 49.8152	 12.3888	 22.8032	5.2526e+11
 25.8973	 37.1270	 29.6050	3.9048e+11
 45.2440	 15.8021	  3.5795	5.2353e+11
 50.9655	  7.7336	 22.6195	4.9525e+11
 61.9889	 55.0259	 43.3262	2.2776e+11
 20.4150	 50.0744	  3.1052	5.4729e+11
 32.4817	 30.1210	 34.3771	3.5717e+11
 32.1146	 24.0200	 34.8969	5.5770e+11
 54.7908	 10.3620	  2.7718	5.6291e+11
 47.2674	 51.3890	 43.3174	5.4400e+11
  5.0997	 48.4594	 43.3523	2.4494e+11
 54.8365	 16.7555	 12.2339	2.7078e+11
 37.6237	 11.9514	  9.2618	5.5493e+11
 51.2683	  9.4930	 13.7580	5.5840e+11
 17.5228	 42.0170	 13.9502	5.0167e+11
 10.4196	 32.5381	 19.0326	4.7808e+11
 15.7244	 42.1116	 14.5964	5.0774e+11
 55.2518	 10.5791	  2.0820	5.4452e+11
 12.2501	 33.7250	 23.4068	5.2023e+11
 14.9999	 40.6924	 14.9593	5.1468e+11
 46.8866	 34.7978	  6.0613	5.0705e+11
 35.8758	 17.4829	 31.4581	4.0384e+11
  2.1664	 27.6441	  1.2698	1.5994e+11
  6.2172	 61.0067	  2.3624	5.6412e+11
 41.8258	 40.7802	 24.7754	4.8485e+11
 48.0887	 34.9182	 30.2180	3.0617e+11
 46.8214	 21.0222	 14.2541	3.1884e+11
 44.0051	 14.3312	 47.1439	4.6004e+11
 44.6789	 26.7698	 13.2434	5.1156e+11
 30.9932	  3.3391	 32.2560	5.1104e+11
 61.0526	 10.5764	 61.4588	5.0497e+11
 39.4268	 41.1671	 36.8637	5.3012e+11
 46.2486	 26.5833	 53.6347	4.5882e+11
 45.3235	 29.4954	 36.9804	4.7236e+11
 25.4530	 37.5411	 27.9402	4.4443e+11
 19.5613	 32.7162	 19.5251	4.9491e+11
 28.3972	 35.6681	 55.0074	5.3394e+11
 46.1803	 27.0177	 46.9550	5.3706e+11
 24.7164	  4.1050	 53.0506	3.5787e+11
 50.0755	 19.6492	 48.7753	3.6862e+11
 62.2824	 43.5232	  8.2618	5.2839e+11
 42.4230	 30.1010	 42.9576	2.5431e+11
 21.5426	 60.8340	 59.7627	3.2439e+11
  0.0805	 27.8113	 62.5295	4.7895e+11
 32.5428	 33.0768	  8.8693	4.4252e+11
 44.7497	 44.5296	 34.8034	5.0254e+11
 62.3466	 27.1203	  0.5520	6.9908e+10
 18.5306	 12.2297	  2.1911	4.7045e+11
 34.6683	 47.3222	 53.8998	5.4452e+11
 62.4968	 25.9609	 14.3605	5.2370e+11
 28.0341	 34.6475	  9.3807	2.9576e+11
 40.5149	 59.7146	 54.4026	4.5657e+11
 33.2346	 27.8298	 43.8995	3.5110e+11
 15.2830	 47.9260	 61.1765	4.2153e+11
  6.1673	 57.1141	 48.8326	3.9291e+11
 23.3546	 27.5872	 35.7239	3.6411e+11
 56.4343	 25.5538	 58.4076	5.0497e+11
 21.3296	 61.0354	 59.0131	2.9871e+11
 60.2992	 60.3402	 32.1096	5.2075e+11
 29.1367	 60.5300	  1.6776	3.7001e+11
 28.9027	 57.7464	 63.1764	3.4676e+11
 43.8075	 34.1836	 34.9612	4.8103e+11
 60.6892	  7.0965	 60.4983	4.5518e+11
 17.4863	 28.1657	 45.2063	4.6767e+11
 44.1738	 58.8756	 23.5445	4.9456e+11
 46.7985	 52.3574	 11.6920	4.9560e+11
 28.5653	  8.7931	 12.1936	5.1295e+11
 61.0707	 52.7543	  7.9322	4.8294e+11
 27.6502	 35.0064	 44.3261	4.1511e+11
 52.2019	  8.1595	 13.6480	4.8849e+11
 15.2319	 55.8409	 53.4959	4.5761e+11
 25.7510	 51.8681	 13.7490	5.2682e+11
 16.2510	 23.3539	 26.6893	4.5865e+11
 58.5172	 60.6340	 15.5233	4.1667e+11
 15.6170	 12.6652	  1.2648	5.2665e+11
 13.8887	 11.1152	 55.9086	5.0497e+11
 31.7920	 24.0346	 34.9919	4.1043e+11
  1.5923	 25.8714	  1.3065	4.8849e+11
 63.9837	 45.5007	 12.6273	4.4876e+11
  1.2230	 20.7581	 42.4169	2.3574e+11
 10.8716	 26.0560	 20.1998	4.6732e+11
 24.4897	 33.7755	 34.8799	3.5700e+11
 35.9715	  9.4390	 24.8218	4.8571e+11
 49.8508	 11.7948	 22.2149	4.6455e+11
  8.1662	 15.0756	  6.1790	4.4703e+11
 36.6417	 13.5524	 30.2613	2.8223e+11
  2.1020	 26.9262	  2.7080	4.3888e+11
 35.3805	 43.2435	 11.0602	4.3523e+11
 20.8116	 21.4851	 42.8715	4.7288e+11
  0.7736	 49.7831	 40.6055	2.7512e+11
 38.6165	 29.0184	 47.7279	2.6489e+11
 43.8041	 41.2947	  9.9509	4.8883e+11
 29.1879	 39.5889	 11.0306	4.0071e+11
 54.5697	 45.2840	  6.1380	5.0722e+11
  6.5921	 35.1364	 29.8788	4.6889e+11
 47.4957	 50.8494	 37.8506	4.8571e+11
 27.6566	 43.2547	 10.9843	4.6368e+11
 16.8751	 32.5606	 27.5140	4.6871e+11
 46.1452	 46.8199	 44.8991	4.0852e+11
 45.9685	 32.7575	 19.0358	4.6039e+11
 44.6190	 46.9968	  6.5117	3.7261e+11
 15.0497	  9.8515	 59.3974	4.3922e+11
 46.8394	 52.3752	 37.6718	4.9491e+11
 17.0972	 33.8906	 46.7414	4.7843e+11
 60.3630	 34.9690	 21.1297	4.0852e+11
 34.6669	 14.5617	 40.3245	4.7374e+11
 40.0541	 18.0259	  6.6443	4.1234e+11
 44.6716	 23.1828	 21.7125	2.0226e+11
 32.5381	 54.8628	 14.0529	1.7503e+11
 38.8161	 33.9116	 36.4637	4.4009e+11
 17.4776	 22.1082	 16.8107	4.2673e+11
 18.6363	 43.4023	 12.1817	3.2352e+11
 43.8572	  8.6969	 23.6669	2.8917e+11
 50.0909	 29.2167	 42.1666	3.9239e+11
 56.8187	 19.1373	  1.4306	4.0887e+11
  2.2080	 46.9229	 29.0260	4.8311e+11
 31.6594	 31.0775	 34.1789	4.4477e+11
 42.9604	 11.0099	  1.7388	4.5102e+11
  1.2287	 61.4540	  3.2294	3.1433e+11
 50.7234	 21.0016	 54.0782	4.4581e+11
 46.7737	 18.2756	 21.1721	4.0696e+11
 34.0337	 41.6522	 30.0337	4.4928e+11
 26.6728	 60.5546	 58.8558	4.9387e+11
 11.6487	 51.5886	  7.3913	4.8155e+11
 20.0327	 20.0248	 39.3846	4.0384e+11
 48.5001	 22.4503	 54.5320	1.7867e+11
 63.6130	 47.3593	 25.4153	4.4096e+11
  3.2632	  6.1975	  8.0325	3.0392e+11
 41.6333	  8.8191	 14.1044	4.3072e+11
 18.9730	  1.2453	 40.9524	2.7044e+11
  1.5167	  9.0933	 16.2530	4.4078e+11
 22.9024	  6.6144	 49.9621	4.6993e+11
 19.7539	 57.4893	 48.8242	4.3627e+11
 17.5542	 20.4026	 15.0398	2.4511e+11
 40.4053	 23.5491	 40.7669	2.2551e+11
 25.9236	 39.9826	 23.7815	3.7781e+11
  1.4558	 54.0491	 21.6917	2.7460e+11
 53.9363	 47.5067	 42.1980	4.2066e+11
 54.4479	 40.7813	  7.0998	4.3541e+11
 48.5594	 52.3283	  2.0904	1.4606e+11
 50.0372	  7.1838	 13.5095	2.8952e+11
 42.2842	 23.4432	 42.8724	3.8736e+11
  7.0532	  5.1330	 63.2869	3.0687e+11
 23.2643	 57.6803	 59.1519	2.3921e+11
 39.1125	 44.2554	 40.1365	4.4443e+11
 10.1520	 56.8750	 50.9053	3.8319e+11
 32.8484	 28.3727	 31.8131	3.7296e+11
  2.3255	 60.7562	 17.4836	3.5891e+11
  1.9219	 10.9526	 33.9147	4.8172e+11
 40.9237	 38.8139	 36.9669	3.6307e+11
 57.4253	 38.6230	 48.9507	4.6403e+11
 44.2368	 16.8061	 33.1701	4.3575e+11
  3.1441	  6.8967	 13.8479	4.1563e+11
 18.8506	 57.6043	 45.4582	3.9429e+11
 23.7285	  5.7937	 61.2854	4.6438e+11
 41.1976	 19.1281	 40.3203	2.5483e+11
 11.7009	 36.4653	 15.3931	1.6774e+11
 48.5092	 32.5769	 17.5829	4.4078e+11
 24.0202	 28.7630	 33.2610	4.4269e+11
 19.5482	 15.7910	 62.4355	3.0791e+11
 30.5087	 49.3891	 11.9201	3.1328e+11
  4.6234	 47.9600	 25.6645	4.5952e+11
 40.1186	 45.1752	 29.9488	4.1060e+11
 48.9817	 61.8936	 20.4104	4.3575e+11
 31.5032	 36.9602	 53.2206	4.5865e+11
 40.3149	 55.8880	  1.8155	3.9377e+11
 10.8635	 36.2079	 38.5489	4.5345e+11
 48.1499	  8.5407	 56.3417	4.2777e+11
 34.0845	 20.7675	 32.0637	3.1606e+11
 10.7945	  4.1325	 10.6568	4.6039e+11
  8.7617	 11.0897	  0.2847	3.1918e+11
 48.7419	 23.2580	 23.1045	4.3558e+11
 25.5968	 43.9063	 43.5155	4.1841e+11
 57.4543	 30.2416	 21.7188	1.1414e+11
 63.0295	 47.8119	 39.4708	3.1103e+11
 33.9548	 11.8971	  2.8648	3.5058e+11
 15.5606	 52.1224	  6.8952	4.3801e+11
 51.1497	 34.5428	 20.0401	4.2986e+11
 58.7624	 52.4114	 23.8608	1.4745e+11
 23.1933	 56.9977	 59.3929	3.1467e+11
 39.9089	 25.9213	 27.9984	2.8119e+11
  9.3082	  8.5916	 35.4899	4.2188e+11
 19.2538	 28.9487	 42.9220	3.0461e+11
 15.5898	 11.6391	 45.2064	3.9638e+11
 14.7421	  9.4334	  5.8682	4.2864e+11
 22.0395	 59.6368	 41.9522	2.9975e+11
 46.1021	  6.9936	 45.9917	3.3566e+11
 49.9430	 13.4080	 41.5464	4.1077e+11
  1.6620	 32.5232	 23.3393	3.8701e+11
 43.6934	 58.3323	 22.9224	4.2257e+11
 38.1864	 13.9401	 43.3846	4.0644e+11
 11.6995	 13.2010	 61.5878	3.8250e+11
 15.3247	 53.8152	 10.7125	3.4520e+11
 37.3918	 42.3059	 57.7551	4.1528e+11
  9.3068	 52.4964	 50.3511	3.7851e+11
 11.1348	 18.5225	 22.8723	7.1469e+10
 29.3752	  0.9285	 54.8868	3.6654e+11
 38.3746	 41.4330	 34.7456	3.9933e+11
 40.5527	 27.4056	 33.6537	4.1234e+11
  6.7731	  4.3760	 63.6119	3.7400e+11
 27.6834	 12.0876	 61.9070	3.6255e+11
 33.6713	 10.7877	 41.2756	2.7686e+11
 22.2636	 58.7977	 48.8542	2.3054e+11
 41.4430	 56.2463	 22.7548	4.0783e+11
 47.3161	 19.3176	 39.2256	4.5223e+11
 49.9350	 42.9968	 12.5701	4.2118e+11
 12.2626	 38.2677	 41.0917	4.2240e+11
 37.4840	 47.4030	 15.3740	1.8839e+11
 29.4562	 60.9504	  1.4677	3.7660e+11
 46.8490	 43.9547	 14.9118	4.3523e+11
 41.0712	 47.4731	 57.2617	1.3218e+11
 34.3838	 27.9882	 34.8149	4.4876e+11
 17.9981	 21.2756	 10.1557	3.9187e+11
 41.3974	 59.0353	 54.5749	4.0210e+11
 20.2242	 32.1875	 19.6636	4.3627e+11
 44.7743	 18.6917	 45.9016	3.7799e+11
  8.6846	 14.6856	  5.5412	4.1754e+11
 29.8463	 55.3717	 24.7490	3.8233e+11
 32.6459	 41.1181	 14.9553	3.3011e+11
 39.7325	 16.1516	 46.1122	3.4139e+11
 37.4688	 18.2462	 39.8392	3.7625e+11
 50.6799	 46.7482	 40.9402	3.4919e+11
 46.8995	 35.9593	 46.8604	2.2742e+11
 49.3300	 14.9670	 40.8650	4.0522e+11
 15.2357	 53.4632	 54.3994	3.0426e+11
 29.5785	 57.9216	 63.7049	3.9187e+11
  1.9574	 57.4216	 47.9670	3.4850e+11
 46.4360	 19.4896	 17.4064	2.3262e+11
 19.3050	 24.6004	 18.4899	4.2309e+11
 26.8002	  7.3400	  0.0179	3.8718e+11
 54.8260	 18.7475	  1.4844	3.8684e+11
 22.0970	 25.7077	 37.7465	3.9690e+11
 45.9205	 15.7958	 23.0377	4.0331e+11
 45.6964	 25.4512	 34.7324	2.6385e+11
 43.5213	  0.2006	  7.8865	3.9048e+11
 51.2524	 46.9131	 40.8579	2.8085e+11
 47.5627	 56.4084	 26.2079	2.2482e+11
 18.3482	 21.2578	 14.8645	3.4780e+11
 58.8253	 36.5618	 10.8970	4.4321e+11
 21.2950	 23.2685	  9.8265	3.9152e+11
 56.1700	 29.4244	 41.3561	4.4634e+11
 43.3485	 10.9959	 52.7390	2.5986e+11
 58.5601	  5.6949	 24.4294	2.4754e+11
 31.6383	  9.6260	 53.8277	2.5118e+11
 63.3390	 49.2789	 14.1782	4.0436e+11
  9.3770	 41.3739	 61.1487	4.2708e+11
 41.2479	 13.3313	 31.4101	4.2951e+11
 39.7608	 59.4817	  1.1287	4.1442e+11
 45.8826	 20.0108	 37.2918	3.1537e+11
 62.5701	 16.4376	 47.2174	3.0843e+11
 37.1221	 31.6341	 36.7636	2.7495e+11
 42.0299	 52.2854	 22.7463	3.7764e+11
 44.8008	 55.7870	  5.9899	3.9811e+11
 48.0594	 14.0581	  5.1610	3.0687e+11
 47.3001	 26.2225	 19.5215	3.7018e+11
 36.9584	 40.7380	 28.5440	3.9325e+11
 21.8325	  0.6743	 52.4052	2.9160e+11
 62.4638	 56.8702	  3.6023	3.8111e+11
 57.4061	 54.8224	 23.4681	3.9256e+11
 45.0670	 45.3340	 56.2830	2.6940e+11
 44.6056	 32.4324	 23.5180	4.2864e+11
 34.4553	 13.6276	 40.4908	3.9828e+11
 43.7526	 41.7784	 29.7758	3.9672e+11
 29.8049	 51.2658	  4.8218	2.8397e+11
 41.3285	 23.3653	 41.8846	3.7729e+11
 14.4899	 44.9634	 62.5102	4.1945e+11
 58.9544	  8.5277	  5.2130	4.3575e+11
 46.9572	 41.5882	 58.9148	3.6862e+11
 47.1490	 25.5004	 53.4401	3.7712e+11
 38.9826	 57.4716	 62.9257	4.4061e+11
 27.7131	 31.7774	 43.3296	3.7990e+11
  2.1935	 61.4581	  2.7755	3.7157e+11
  2.4578	 57.4364	  5.9171	4.3766e+11
 46.0972	  1.8278	  9.6651	3.8441e+11
 15.7204	 26.1597	 17.6641	3.9273e+11
 27.8001	 47.4743	 45.2440	4.0210e+11
  6.2578	 32.8011	 43.1645	4.3332e+11
 15.9516	 12.3002	  1.0871	4.2587e+11
 16.4419	 15.4896	 25.8539	3.3028e+11
 22.4084	 18.0055	 41.7428	2.7772e+11
  3.6967	 59.6804	  2.8835	3.6428e+11
 13.7984	 16.1042	 24.6100	2.5673e+11
  2.4559	 27.5154	  2.3874	4.0592e+11
  3.5782	  7.0942	  6.1881	3.3636e+11
 62.6290	 55.3863	 13.7557	3.9985e+11
 41.7583	 24.2953	 24.9614	3.8267e+11
  2.7407	 56.6170	  4.6756	3.4902e+11
 35.2395	 62.7983	 41.0087	3.9429e+11
 17.6497	 23.9194	 16.2156	3.7140e+11
 18.8162	 33.8296	 19.4218	3.6099e+11
 61.8578	 34.0825	 34.2805	3.8805e+11
 39.5137	  4.2683	  1.4374	4.1806e+11
 39.7055	 39.1040	 23.4991	2.1770e+11
 46.2999	 20.6283	 19.1554	3.7990e+11
 62.6737	 46.6218	 26.8871	3.5422e+11
 41.5537	 26.9121	 31.4019	3.3115e+11
 27.7298	 35.5811	 11.3399	2.6315e+11
 46.8988	  7.5190	 13.6724	1.8197e+11
 51.6994	 19.6071	 49.4337	2.8605e+11
 49.1358	 21.3682	 59.7931	4.1424e+11
  8.7466	 22.4835	 58.9953	4.1216e+11
 51.4607	 36.0945	 24.1593	1.9220e+11
 63.5604	 14.3978	 58.2553	3.5700e+11
 21.3721	 59.6859	 44.3156	2.0140e+11
 52.0596	 21.6652	 43.9025	3.8840e+11
 26.6418	  6.6731	 60.5967	3.6411e+11
 37.0513	 60.6839	 32.1386	3.2682e+11
 14.8403	 45.8962	 44.6973	3.0062e+11
 23.0728	 63.3642	 53.3455	2.8223e+11
 28.4961	 13.7282	 33.8509	3.6984e+11
 47.9677	 12.6533	  9.1125	4.1650e+11
 47.8684	 46.1797	 35.8152	4.0314e+11
 12.3946	 31.5210	 20.2343	3.0999e+11
 25.0262	 60.2101	 59.5053	2.7738e+11
  2.3928	 56.2312	 33.1407	4.0973e+11
 46.1819	  2.0120	  7.8468	4.0245e+11
 47.0647	 26.4366	 54.4486	3.9880e+11
 47.3621	 37.1807	 19.2040	3.2439e+11
 17.8307	 23.5637	 35.9507	3.8076e+11
 18.8899	 23.5521	 17.5025	3.9638e+11
 41.3406	 57.2586	 36.4973	3.4694e+11
 15.4576	  0.0623	 21.5593	3.9620e+11
 51.9245	 57.6186	 56.0995	4.0123e+11
 15.2417	 44.8844	 61.4935	1.7156e+11
 29.7944	 34.4006	 52.0009	2.7998e+11
 37.2556	 12.8354	  1.6122	3.6793e+11
 20.1197	 32.5602	 49.0245	3.9568e+11
 40.7704	 15.0822	 29.2015	3.2005e+11
 52.4888	 40.5564	  5.0445	2.9386e+11
 14.6623	 21.8847	 27.4619	1.5612e+11
 25.7652	 29.9486	 43.7725	3.9187e+11
 35.3003	 40.4845	 14.9360	3.6585e+11
 52.5342	 40.2370	 49.3502	3.5839e+11
 28.4861	 10.6197	 12.4311	2.7391e+11
 40.4252	  4.8450	 45.7606	2.2776e+11
 46.8832	 27.1722	 50.4104	2.1475e+11
 24.8702	 56.9715	 53.2201	2.9871e+11
 48.2755	 13.2488	 22.6493	3.2178e+11
 28.9802	 19.3690	 46.9461	3.4971e+11
 15.8794	 28.7716	 29.9621	2.0677e+11
 51.7427	 42.5520	 12.2952	3.0444e+11
  0.8250	 56.7936	 13.6828	3.1658e+11
 55.7620	 19.6715	  0.8311	3.5613e+11
  6.5436	 46.7749	  0.2574	4.0193e+11
 38.2195	 18.7775	 39.9914	2.1319e+11
  0.7534	 59.8795	 19.3390	3.9568e+11
 16.8960	 62.6342	 55.1617	3.2126e+11
 44.8708	 27.7678	 50.2457	3.4329e+11
  6.2776	 57.9074	  1.1707	2.9802e+11
 14.1770	 10.4826	 55.2997	4.0904e+11
  6.6470	 35.0751	 29.2985	2.9767e+11
 26.4666	 37.2970	 40.5541	3.8684e+11
 13.1634	  1.6072	 59.1423	4.0730e+11
 49.4806	 37.7124	 18.8045	3.3965e+11
 57.5934	 56.3225	 24.6375	3.3462e+11
  2.1216	 11.6628	 32.2063	3.5856e+11
 37.3866	 59.9445	 31.9138	1.8648e+11
 48.0259	 31.2264	 15.4561	3.7383e+11
 41.8757	 29.1587	 44.9489	3.7764e+11
  7.8524	  8.2922	 10.4380	3.6272e+11
 21.4732	 61.0596	 59.5267	3.3740e+11
 41.1501	 57.5223	 12.8046	2.8570e+11
 55.3853	 51.4978	 27.8364	2.6350e+11
 38.2095	 59.7139	 19.1419	3.7174e+11
 47.6565	 47.1121	  1.9452	3.6758e+11
  0.2696	  8.1286	 28.2930	4.0158e+11
  7.4340	 36.0456	 12.3797	2.8917e+11
 37.8060	  2.2050	 51.0288	2.7113e+11
  4.0392	 60.7147	  4.6567	1.9810e+11
 24.7431	 46.3014	  8.6380	1.6063e+11
  0.3163	 52.5823	 14.5637	2.8709e+11
 53.1328	 27.9633	 58.3424	3.8354e+11
 60.7302	 22.3222	 12.0017	3.3341e+11
 14.2289	  8.1374	 38.9716	3.0704e+11
 10.3425	 14.8636	 25.6898	2.6038e+11
 38.7445	 20.9441	 61.4230	2.4823e+11
 43.5109	 25.5447	 45.2963	2.4130e+11
 42.2268	 27.5985	 32.6592	3.8493e+11
  3.8878	 59.6754	 53.0904	1.9862e+11
 41.3211	 23.7007	 22.8936	3.8718e+11
 42.5574	 35.1522	 48.0944	2.1285e+11
 22.7467	 25.7151	 36.9077	3.7452e+11
 18.3171	 43.6091	 14.7912	3.2768e+11
 17.7060	  9.2875	 63.7386	3.8059e+11
 53.1376	 21.5063	  7.5251	3.4676e+11
 43.1618	 56.3541	 13.2645	2.1753e+11
  9.8051	 28.4613	 23.8181	3.8059e+11
 36.9512	 45.9004	 13.7673	3.6533e+11
 43.5637	 11.3408	 63.1192	3.4121e+11
 22.7706	 24.6205	 34.2820	3.5318e+11
 57.7522	 21.9850	  8.9845	3.7972e+11
 46.4470	 19.1484	 16.7749	3.1450e+11
 24.2448	 36.6265	 18.1805	1.3114e+11
 23.5201	 12.6330	  1.8837	3.2265e+11
  0.2584	 50.1128	 40.8061	3.2491e+11
 54.5637	 30.0046	 54.0214	2.2881e+11
 52.5931	 23.0280	 58.4045	3.1502e+11
  2.6702	 30.2835	 25.3961	3.5492e+11
 11.4817	 43.7683	  1.0733	3.2664e+11
 53.4515	 40.4653	 24.1038	2.3505e+11
  7.1322	 62.6303	 50.7917	2.0174e+11
 19.7901	 50.2321	 61.5630	3.9638e+11
 12.3160	 21.1369	 24.5280	2.9316e+11
 25.7285	 10.0655	  1.3566	3.8441e+11
 48.5957	 12.7032	  6.0461	2.1319e+11
 47.8115	 32.9583	 15.5964	3.8788e+11
 11.4131	 37.5472	 42.7066	3.4329e+11
 54.1329	 15.5613	 12.0213	3.4260e+11
 27.2151	  0.3055	 59.7341	3.2283e+11
 25.9043	 29.1154	 35.9321	3.4416e+11
 42.8354	 27.5461	 49.3349	2.1632e+11
 20.9780	 40.4198	 45.2572	3.8597e+11
 50.7604	 25.5745	 58.0321	3.0236e+11
 45.9219	 52.7048	 10.7906	3.3653e+11
 60.1194	  0.7536	 24.5016	3.5821e+11
 26.5608	 12.9455	 35.3041	3.2387e+11
 37.8710	  2.6240	 50.5174	3.7226e+11
 43.9589	  8.0643	 23.8326	3.5110e+11
 23.2195	 23.2993	 43.5505	2.3748e+11
  3.7851	 49.2787	 23.8828	3.4590e+11
 32.7139	 24.7493	 34.4981	3.7677e+11
 16.2609	 34.3961	 11.1570	2.4008e+11
 40.9358	 57.7115	 23.9049	3.0218e+11
 44.8495	 15.8326	 45.2675	3.5162e+11
 63.8061	  7.8069	 28.0207	2.4719e+11
 61.7111	 45.5761	 26.7120	3.6758e+11
 46.7905	 51.9251	 11.5515	2.9438e+11
 58.8043	 15.8750	 34.3393	2.8241e+11
 16.1296	 57.2785	 55.5558	3.1380e+11
 62.9868	 56.6819	 14.2694	2.4372e+11
 16.2409	 14.7366	 23.6737	1.0981e+11
 32.9644	 54.0989	 10.4528	3.6706e+11
 51.9619	  3.4883	 14.0934	2.5066e+11
 49.2008	 38.0763	 48.9828	2.9628e+11
 58.9707	  0.1365	 18.6043	3.3219e+11
 39.6469	 40.8854	 22.1076	3.6671e+11
 63.3987	 42.8159	 39.6197	3.7452e+11
  2.4012	 23.6761	 58.0011	3.3740e+11
 27.4279	  0.9897	 60.1487	3.5440e+11
  6.2910	 35.6665	 32.2247	3.6602e+11
 46.9380	 36.5395	 17.1068	1.8579e+11
 40.7219	 47.8685	 55.6737	2.9594e+11
  4.0575	  7.7167	 34.3679	3.3341e+11
 14.2089	 39.2397	 24.9547	3.4954e+11
 31.0254	  9.3254	 53.8772	3.2907e+11
  3.6506	 48.7435	 55.5013	3.2508e+11
 18.1669	 12.1087	 62.1704	2.4268e+11
 20.2838	 51.1676	 63.5771	3.0270e+11
 31.6833	 30.4438	 26.2164	3.3427e+11
 40.6990	  4.1445	  1.7461	2.8327e+11
 38.0785	 46.6562	 15.8271	2.3123e+11
 15.0607	 50.6688	  4.1655	1.6445e+11
 30.4028	 32.0895	 19.8284	2.6333e+11
 30.6561	 58.6867	  2.1024	3.4780e+11
 51.6253	 19.5008	 41.5549	1.3080e+11
 10.7918	 40.4777	 46.9352	3.3809e+11
 20.7476	 56.1550	 60.3378	2.6575e+11
 17.9461	 28.1833	 38.3298	3.4885e+11
 57.5178	 62.6924	 16.2278	2.9767e+11
 27.9920	 31.3925	 42.8809	2.7026e+11
 63.5673	  6.4769	 56.2741	1.8665e+11
  6.9521	 36.2732	 34.5518	3.2682e+11
 39.7916	 24.6074	 36.2971	1.8856e+11
 35.5104	  9.0818	 61.1163	3.5578e+11
 59.5428	 25.4765	  0.0586	3.4607e+11
 58.1560	 55.1073	 28.0673	2.8935e+11
 49.9506	 20.2203	 11.4251	3.5006e+11
 22.2862	 23.4629	  8.9876	3.5023e+11
 43.2269	 11.5308	 63.4976	2.3574e+11
  2.0360	  3.7730	  3.9707	3.3028e+11
 38.0312	 45.6895	 14.1193	3.2265e+11
 50.5679	 11.0996	  8.9379	3.2560e+11
 38.7715	 13.9154	 43.4777	3.0027e+11
 45.0735	 39.8849	  7.7565	2.7183e+11
 23.4028	 38.2923	 21.3465	2.7148e+11
 38.2380	 33.3077	 35.8416	3.4329e+11
 47.6387	 39.7399	  4.5453	3.2074e+11
 29.8286	 34.8775	 10.4926	2.2430e+11
 28.2319	 62.1387	 53.7457	2.7703e+11
 45.3140	 34.7338	 23.3920	1.0235e+11
 36.3835	 15.5773	 31.6825	3.5041e+11
 40.9556	 44.0409	 57.1213	3.5787e+11
  1.7588	  2.8978	  4.9177	1.5820e+11
 18.8946	 31.2981	 50.2974	1.9342e+11
 14.4241	 28.4986	 41.1727	3.6151e+11
 24.3335	 32.4359	 15.9548	2.3921e+11
